churn,complaints_90d,outages_90d,tenure_months,contract_type,plan_type,autopay,monthly_charge
False,0,2,3,two-year,basic,no,86.91
False,2,1,11,one-year,basic,no,71.56
False,0,1,10,two-year,premium,yes,78.47
False,2,3,22,month-to-month,plus,yes,77.16
False,0,0,27,month-to-month,basic,yes,85.21
False,1,0,27,one-year,plus,no,49.72
False,1,2,3,two-year,basic,yes,54.48
False,0,1,72,month-to-month,premium,no,90.18
False,1,0,24,month-to-month,basic,yes,49.29
False,0,1,28,month-to-month,premium,no,69.33
False,0,1,30,one-year,basic,yes,72.41
False,0,2,26,month-to-month,plus,no,49.47
False,0,3,17,month-to-month,plus,no,54.39
False,0,2,45,two-year,plus,yes,69.64
False,2,1,6,month-to-month,basic,no,64.55
False,1,0,59,month-to-month,plus,yes,69.98
False,2,0,10,one-year,plus,no,45.62
False,1,1,13,month-to-month,plus,no,91.73
False,0,0,27,two-year,premium,no,55.86
True,0,1,72,month-to-month,basic,no,79.38
False,1,2,38,one-year,basic,yes,64.73
False,0,2,21,month-to-month,basic,yes,73.63
True,0,2,39,one-year,premium,yes,46.21
False,1,0,41,one-year,basic,no,69.47
False,0,2,47,two-year,premium,yes,72.01
False,0,1,31,month-to-month,basic,yes,49.87
False,0,0,22,month-to-month,plus,yes,59.47
False,0,0,18,one-year,plus,yes,44.02
False,0,1,11,month-to-month,basic,yes,39.94
False,0,0,12,one-year,plus,yes,63.64
False,0,3,18,month-to-month,basic,yes,54.9
False,2,1,36,month-to-month,plus,yes,63.29
False,1,1,20,one-year,basic,no,52.33
False,0,1,13,month-to-month,premium,no,45.96
True,1,1,33,month-to-month,premium,yes,54.74
False,1,1,59,one-year,plus,no,53.03
False,0,0,12,one-year,plus,yes,65.13
False,4,2,29,month-to-month,premium,no,70.53
False,0,2,40,one-year,premium,yes,46.81
False,1,0,24,month-to-month,basic,yes,25.0
False,0,1,11,month-to-month,premium,no,83.51
False,0,3,72,two-year,basic,yes,74.22
False,0,1,8,month-to-month,basic,yes,73.18
False,0,2,72,month-to-month,premium,yes,60.39
True,0,2,12,month-to-month,basic,yes,76.12
False,0,1,29,one-year,basic,yes,86.41
False,0,0,16,one-year,basic,yes,78.9
True,1,1,51,month-to-month,plus,yes,69.88
False,1,2,3,two-year,plus,yes,61.15
False,0,2,15,month-to-month,plus,yes,82.4
False,0,3,24,month-to-month,plus,no,51.38
False,1,0,56,month-to-month,basic,yes,72.82
False,0,3,18,one-year,basic,yes,74.43
False,1,1,29,two-year,plus,no,79.08
False,0,2,40,two-year,plus,yes,58.93
False,1,4,41,month-to-month,plus,yes,60.59
False,3,0,19,month-to-month,basic,no,41.16
False,0,0,30,one-year,premium,yes,47.36
False,1,2,43,two-year,basic,yes,60.67
False,0,1,21,one-year,plus,no,81.7
False,1,1,20,month-to-month,premium,yes,48.79
False,1,3,31,month-to-month,basic,yes,86.21
False,0,3,20,month-to-month,basic,no,51.26
False,0,1,33,one-year,premium,no,68.62
False,0,0,26,two-year,plus,yes,62.74
False,2,1,51,two-year,basic,yes,67.94
False,0,1,72,month-to-month,premium,no,38.46
False,1,0,52,one-year,basic,no,87.23
False,0,2,8,two-year,premium,yes,46.78
False,2,0,1,month-to-month,basic,yes,60.39
False,1,2,26,month-to-month,plus,yes,49.79
False,0,3,8,month-to-month,basic,no,39.96
False,1,2,8,month-to-month,plus,no,43.97
False,1,1,52,month-to-month,plus,no,56.11
False,0,0,67,month-to-month,plus,no,89.38
False,0,2,32,one-year,basic,no,33.92
False,0,0,70,one-year,basic,yes,61.72
False,2,2,35,month-to-month,basic,yes,66.77
False,0,0,33,month-to-month,basic,yes,73.93
False,0,1,25,two-year,plus,yes,65.89
False,2,2,18,month-to-month,basic,yes,51.11
False,0,0,36,month-to-month,basic,no,85.88
False,0,2,28,one-year,premium,no,50.98
False,1,1,27,one-year,premium,yes,55.25
False,1,1,13,month-to-month,plus,yes,85.56
False,2,1,25,two-year,plus,yes,69.44
False,1,1,20,one-year,basic,no,83.51
False,1,1,69,month-to-month,basic,yes,64.28
False,0,2,19,month-to-month,plus,yes,43.84
False,2,3,8,two-year,premium,yes,67.71
False,0,1,9,two-year,plus,yes,70.88
False,0,2,33,one-year,basic,yes,53.91
False,0,2,52,one-year,basic,yes,46.18
False,2,2,4,month-to-month,basic,yes,67.29
False,0,1,15,month-to-month,premium,no,40.7
False,2,2,15,month-to-month,premium,yes,33.65
False,1,2,4,month-to-month,basic,yes,50.06
False,1,2,25,one-year,basic,yes,43.67
False,2,1,15,one-year,plus,yes,53.32
False,0,4,12,two-year,basic,no,42.51
False,1,1,46,one-year,plus,no,65.31
False,1,1,13,two-year,basic,no,52.19
False,0,4,53,one-year,basic,yes,56.26
False,1,3,12,month-to-month,plus,no,81.93
False,0,1,12,one-year,basic,yes,65.22
True,1,0,4,month-to-month,plus,yes,57.56
False,1,1,23,month-to-month,basic,yes,57.0
False,1,3,33,month-to-month,plus,yes,90.11
False,0,1,5,month-to-month,plus,yes,30.13
False,2,3,19,month-to-month,basic,yes,25.0
False,0,5,19,one-year,basic,no,71.02
False,0,2,28,month-to-month,premium,yes,44.85
False,0,3,17,month-to-month,premium,yes,66.34
False,0,0,24,one-year,basic,yes,81.31
False,4,1,14,month-to-month,plus,yes,26.84
False,1,3,31,month-to-month,premium,yes,41.89
True,0,0,28,one-year,plus,yes,65.99
False,0,0,14,two-year,plus,no,66.14
False,0,1,56,month-to-month,plus,no,67.38
False,0,0,51,month-to-month,plus,yes,55.4
False,0,2,72,one-year,basic,no,63.17
False,0,2,9,two-year,basic,yes,57.6
False,1,1,72,month-to-month,plus,yes,39.93
False,0,1,72,two-year,plus,yes,59.3
False,0,2,12,month-to-month,premium,yes,33.85
False,1,1,18,one-year,basic,yes,87.8
False,2,1,72,month-to-month,basic,no,50.79
False,1,3,31,two-year,plus,yes,44.58
False,1,1,12,one-year,plus,yes,64.92
False,1,1,26,one-year,premium,no,58.68
False,0,1,38,month-to-month,premium,yes,67.76
False,1,1,36,month-to-month,basic,yes,43.39
False,0,2,28,month-to-month,basic,yes,57.01
False,1,3,21,two-year,plus,yes,80.89
False,1,2,39,two-year,basic,yes,29.66
False,1,2,19,month-to-month,basic,yes,89.8
False,2,2,13,month-to-month,basic,yes,57.14
False,2,1,49,month-to-month,plus,yes,61.6
False,2,3,31,month-to-month,basic,yes,65.96
False,0,1,31,one-year,basic,yes,63.52
False,0,1,17,two-year,plus,yes,111.85
False,0,0,10,two-year,basic,yes,61.65
False,1,1,37,one-year,plus,yes,71.98
False,0,0,49,one-year,basic,no,74.95
False,0,1,15,month-to-month,plus,yes,56.99
False,0,2,33,two-year,basic,yes,78.52
False,0,0,50,month-to-month,premium,no,80.35
False,0,1,31,one-year,premium,no,68.31
False,0,0,43,one-year,plus,yes,76.71
False,0,0,27,one-year,premium,yes,69.76
False,1,1,24,two-year,basic,yes,70.83
False,0,2,16,month-to-month,plus,yes,59.67
False,0,4,9,month-to-month,basic,yes,47.55
False,0,2,16,one-year,premium,yes,32.02
False,1,0,48,one-year,premium,yes,53.95
False,1,4,37,one-year,plus,no,41.96
False,2,3,72,month-to-month,premium,yes,44.0
False,1,1,23,one-year,plus,yes,92.77
False,1,0,34,two-year,premium,yes,69.58
False,1,3,72,one-year,basic,yes,38.08
False,0,2,16,month-to-month,basic,yes,78.6
False,0,3,38,one-year,basic,yes,68.67
False,1,2,31,two-year,plus,no,72.55
False,2,5,31,month-to-month,plus,yes,53.25
False,1,4,21,month-to-month,plus,yes,69.15
False,1,2,21,month-to-month,basic,no,49.95
False,0,2,29,month-to-month,basic,yes,30.87
False,0,2,37,month-to-month,plus,yes,90.55
False,1,1,62,two-year,basic,yes,58.48
False,2,1,1,month-to-month,plus,no,61.6
False,0,3,62,one-year,premium,yes,64.58
False,0,0,51,one-year,plus,no,61.94
False,1,0,8,two-year,basic,no,63.61
False,0,1,19,two-year,basic,no,68.21
False,0,3,38,two-year,plus,yes,75.95
False,1,2,26,month-to-month,basic,yes,85.08
False,0,2,33,two-year,premium,yes,54.31
False,3,3,65,two-year,basic,yes,52.74
False,0,1,33,one-year,plus,no,50.9
False,1,1,16,month-to-month,basic,no,45.98
False,0,1,31,two-year,basic,yes,49.32
False,1,1,20,month-to-month,plus,yes,47.53
False,0,0,14,one-year,premium,no,53.75
False,0,1,23,month-to-month,premium,no,36.47
False,0,2,15,month-to-month,basic,no,32.74
False,0,1,24,two-year,basic,no,81.57
False,0,1,9,month-to-month,plus,no,75.37
False,0,3,18,one-year,premium,no,62.33
False,1,1,2,month-to-month,plus,yes,60.51
False,0,0,15,month-to-month,basic,yes,58.06
False,3,1,28,month-to-month,plus,yes,48.52
False,1,0,28,two-year,plus,no,58.27
False,2,1,63,one-year,plus,no,72.56
False,2,1,35,one-year,premium,no,52.94
False,0,2,29,one-year,basic,no,48.89
False,1,2,35,month-to-month,premium,yes,64.79
False,0,2,20,month-to-month,basic,no,67.48
False,2,0,5,month-to-month,basic,yes,55.1
False,0,0,65,two-year,premium,no,32.65
False,0,1,26,month-to-month,premium,yes,66.43
False,1,2,18,month-to-month,basic,yes,70.12
False,1,1,16,one-year,plus,no,71.02
False,1,2,18,one-year,plus,yes,75.1
False,0,3,31,two-year,plus,no,69.5
False,0,0,11,one-year,basic,yes,40.04
False,2,0,53,one-year,plus,yes,30.03
False,0,1,22,two-year,basic,no,77.14
False,3,4,39,one-year,plus,yes,61.32
False,1,0,24,month-to-month,basic,no,50.26
False,1,0,4,one-year,plus,yes,87.19
False,0,0,64,one-year,plus,yes,25.0
False,0,3,45,two-year,plus,yes,57.1
True,1,2,26,two-year,premium,yes,74.03
False,0,2,34,month-to-month,plus,no,61.39
False,3,1,33,month-to-month,plus,yes,72.05
False,1,1,18,one-year,plus,no,51.49
False,0,1,29,one-year,plus,yes,78.53
False,0,1,29,one-year,plus,yes,87.57
False,0,2,39,one-year,plus,yes,54.49
False,2,3,47,one-year,plus,yes,68.8
False,2,3,27,two-year,basic,no,97.08
False,0,1,18,month-to-month,plus,yes,68.42
False,0,1,17,one-year,plus,no,77.01
False,0,4,25,two-year,basic,yes,55.59
False,2,1,42,month-to-month,plus,yes,80.4
False,1,1,35,one-year,plus,yes,53.76
False,2,1,40,month-to-month,premium,yes,53.13
False,1,0,29,two-year,plus,no,76.9
False,2,0,31,month-to-month,plus,yes,46.08
False,0,2,22,one-year,basic,yes,71.26
False,0,0,10,month-to-month,plus,no,42.51
False,0,0,64,month-to-month,plus,no,106.39
False,0,1,24,month-to-month,premium,no,68.3
False,0,2,3,one-year,basic,yes,65.92
False,2,1,13,month-to-month,plus,yes,76.32
False,2,2,38,two-year,premium,no,54.89
False,1,0,6,two-year,plus,yes,74.74
False,0,0,70,month-to-month,basic,no,46.83
False,0,2,18,month-to-month,basic,no,65.36
False,0,0,51,one-year,plus,yes,70.98
False,3,3,11,month-to-month,basic,yes,55.72
False,0,0,57,month-to-month,premium,no,59.23
False,1,2,8,two-year,premium,yes,52.51
False,0,0,61,month-to-month,basic,yes,78.89
False,0,3,12,one-year,plus,yes,79.88
False,0,0,38,month-to-month,plus,no,63.66
False,0,3,72,month-to-month,basic,no,36.34
False,0,2,6,month-to-month,plus,yes,68.44
False,0,2,31,month-to-month,basic,yes,62.65
False,1,1,72,month-to-month,plus,no,56.17
False,1,1,14,one-year,plus,no,65.79
False,0,1,21,one-year,basic,yes,74.17
False,1,1,27,one-year,plus,yes,93.39
False,1,0,55,two-year,plus,no,70.4
False,0,0,6,one-year,basic,yes,44.38
False,1,1,17,one-year,premium,yes,67.73
False,1,2,20,month-to-month,basic,yes,50.89
False,1,1,4,month-to-month,basic,yes,69.39
False,0,1,16,month-to-month,basic,yes,57.31
False,0,1,29,month-to-month,plus,no,25.0
False,0,1,7,month-to-month,plus,yes,88.67
False,1,0,31,one-year,plus,yes,64.1
False,3,1,20,month-to-month,basic,yes,52.48
False,1,0,11,month-to-month,premium,yes,41.87
False,0,1,43,month-to-month,plus,no,46.05
False,0,1,9,month-to-month,basic,no,45.26
False,1,1,9,one-year,plus,no,69.82
False,1,1,9,two-year,plus,no,75.74
False,1,5,11,month-to-month,basic,no,88.76
False,0,3,7,month-to-month,basic,yes,74.99
False,0,0,10,month-to-month,basic,yes,65.27
False,0,2,43,one-year,plus,yes,74.82
False,1,3,8,two-year,basic,no,63.86
False,1,1,11,two-year,basic,yes,53.14
False,2,1,72,two-year,basic,no,72.1
False,1,1,65,month-to-month,premium,no,68.56
False,0,1,20,one-year,basic,no,69.0
False,1,1,7,two-year,premium,yes,61.54
False,1,1,36,month-to-month,basic,no,62.93
False,4,1,29,month-to-month,basic,no,63.75
False,1,2,24,two-year,premium,yes,40.17
False,0,1,11,month-to-month,premium,yes,38.19
False,1,0,19,two-year,plus,yes,74.2
False,0,4,10,month-to-month,basic,no,70.81
False,1,2,72,month-to-month,plus,yes,87.2
False,1,2,33,one-year,premium,yes,53.2
False,0,0,19,one-year,plus,no,49.97
False,0,0,20,month-to-month,plus,yes,72.04
False,0,0,39,two-year,basic,no,81.89
False,0,0,29,two-year,premium,yes,74.05
False,2,0,13,month-to-month,basic,no,73.03
False,0,0,51,month-to-month,plus,yes,25.0
False,0,1,48,month-to-month,premium,no,57.87
False,1,4,45,one-year,premium,no,54.96
False,0,0,39,one-year,basic,yes,25.0
False,0,2,72,month-to-month,basic,yes,68.24
False,0,3,4,one-year,basic,no,65.25
False,1,1,23,two-year,plus,yes,41.44
False,0,0,18,month-to-month,plus,no,62.81
False,0,1,34,one-year,plus,yes,65.2
False,0,0,55,two-year,basic,yes,61.38
False,0,1,5,two-year,plus,no,65.48
False,0,1,22,month-to-month,plus,yes,62.86
False,1,1,25,month-to-month,basic,yes,90.94
False,1,2,72,month-to-month,basic,yes,50.6
False,0,3,18,month-to-month,basic,no,88.62
False,1,1,33,month-to-month,basic,yes,48.02
False,1,0,5,month-to-month,premium,yes,45.22
False,0,0,72,month-to-month,basic,yes,81.28
False,1,2,72,month-to-month,plus,yes,41.16
False,1,1,5,one-year,premium,yes,50.06
False,1,2,46,two-year,basic,yes,83.39
False,1,2,23,one-year,plus,yes,95.4
False,0,2,45,one-year,basic,yes,53.09
False,2,0,13,month-to-month,plus,yes,77.08
False,0,1,31,one-year,basic,yes,71.25
False,1,3,27,one-year,premium,yes,83.81
False,0,1,28,month-to-month,premium,yes,79.19
False,2,1,55,one-year,basic,yes,74.18
False,1,2,15,month-to-month,premium,no,72.33
False,0,3,29,one-year,plus,yes,68.43
False,1,2,27,month-to-month,plus,no,56.64
False,1,1,64,month-to-month,plus,yes,67.32
False,1,3,20,two-year,basic,yes,54.6
False,2,1,31,month-to-month,basic,no,39.26
False,1,3,34,month-to-month,premium,no,42.24
False,1,2,2,one-year,basic,no,74.68
False,0,2,16,one-year,basic,no,53.81
False,0,1,72,two-year,basic,no,38.35
False,1,4,23,two-year,premium,yes,31.51
False,0,2,9,month-to-month,basic,yes,39.78
False,1,1,33,one-year,premium,no,36.18
False,3,3,44,two-year,plus,yes,97.8
False,0,2,11,month-to-month,plus,yes,75.55
False,1,1,8,two-year,basic,no,79.66
False,0,1,43,month-to-month,plus,yes,25.62
False,2,1,38,month-to-month,premium,no,25.0
False,1,1,4,month-to-month,basic,yes,29.21
False,0,1,26,one-year,plus,yes,59.47
False,0,3,6,month-to-month,basic,yes,87.04
False,1,2,16,month-to-month,plus,no,66.19
False,0,1,13,two-year,basic,no,83.7
False,1,2,42,month-to-month,premium,no,90.31
False,0,2,72,two-year,basic,no,69.06
False,0,2,66,month-to-month,plus,yes,37.94
False,0,1,20,month-to-month,plus,yes,46.36
False,1,2,72,month-to-month,basic,yes,63.7
True,1,2,46,month-to-month,plus,yes,63.39
False,1,0,66,month-to-month,basic,yes,66.73
False,1,1,62,one-year,plus,no,69.81
False,0,1,71,one-year,plus,yes,52.91
False,0,2,38,month-to-month,basic,no,49.94
False,1,1,48,one-year,plus,yes,80.88
False,2,2,15,one-year,basic,yes,70.88
False,0,2,5,one-year,basic,no,53.42
False,0,1,72,month-to-month,basic,no,68.73
False,1,1,14,one-year,plus,yes,71.86
False,0,0,57,month-to-month,plus,yes,91.04
False,0,0,72,month-to-month,plus,no,54.07
False,0,2,40,two-year,basic,yes,89.28
False,2,0,32,month-to-month,plus,yes,28.53
False,0,0,59,month-to-month,basic,no,42.65
False,2,2,30,one-year,basic,no,46.2
False,0,1,35,two-year,premium,yes,46.97
False,0,0,58,month-to-month,premium,yes,68.13
False,0,1,72,month-to-month,basic,yes,58.95
False,0,1,57,two-year,plus,yes,82.43
False,0,1,22,month-to-month,premium,no,73.65
False,1,1,30,two-year,plus,no,51.19
False,0,3,16,month-to-month,premium,yes,91.1
False,0,0,12,one-year,premium,yes,56.8
False,0,1,13,one-year,premium,yes,42.42
False,0,1,42,month-to-month,plus,yes,58.72
False,1,2,13,month-to-month,basic,no,59.59
False,0,3,29,two-year,basic,yes,76.12
False,0,1,37,month-to-month,plus,yes,41.02
False,0,0,72,two-year,basic,yes,72.43
True,1,2,14,one-year,basic,no,25.0
False,1,2,47,month-to-month,plus,no,50.12
False,0,1,19,one-year,plus,yes,54.23
False,0,2,47,one-year,basic,yes,55.27
False,0,0,26,month-to-month,premium,yes,72.12
False,1,1,12,one-year,plus,yes,72.54
True,0,4,59,month-to-month,premium,yes,34.39
False,0,1,25,month-to-month,premium,yes,60.76
False,0,1,37,month-to-month,plus,no,51.37
False,2,1,64,month-to-month,plus,no,66.24
False,1,0,22,one-year,premium,yes,69.18
False,1,2,39,two-year,basic,yes,73.11
False,0,3,72,one-year,premium,no,53.76
False,0,1,8,two-year,basic,no,65.73
False,2,1,34,month-to-month,basic,yes,55.92
False,0,0,39,month-to-month,plus,yes,25.0
False,0,1,39,month-to-month,plus,yes,63.46
False,0,0,30,month-to-month,plus,no,69.33
False,0,1,28,two-year,basic,yes,63.66
False,0,3,16,one-year,premium,yes,51.93
False,1,3,16,two-year,basic,yes,72.01
False,3,1,27,one-year,plus,yes,73.96
False,0,0,17,month-to-month,premium,no,44.83
False,0,1,30,month-to-month,basic,no,35.22
False,0,4,29,one-year,premium,no,32.83
False,1,2,72,one-year,plus,yes,53.5
False,1,1,24,month-to-month,premium,yes,25.0
False,0,2,35,month-to-month,premium,yes,53.46
False,2,2,4,one-year,basic,no,48.83
False,0,2,27,month-to-month,basic,yes,29.27
True,1,2,55,one-year,basic,no,44.19
False,1,0,6,two-year,premium,no,55.32
False,0,1,25,one-year,basic,yes,60.63
False,0,0,10,month-to-month,plus,no,47.7
False,0,3,4,month-to-month,basic,yes,74.01
False,0,1,13,two-year,plus,yes,70.36
False,0,1,18,two-year,premium,yes,61.22
False,3,1,3,one-year,premium,no,76.66
False,0,2,11,month-to-month,plus,yes,52.82
False,0,2,26,two-year,basic,no,70.88
False,0,1,47,month-to-month,basic,yes,54.92
False,1,1,8,month-to-month,premium,no,67.56
False,0,2,22,one-year,plus,no,85.11
False,0,0,15,one-year,plus,yes,59.78
False,0,3,39,month-to-month,plus,no,57.82
False,1,4,42,month-to-month,basic,yes,55.66
False,0,0,63,month-to-month,basic,yes,34.21
False,1,1,67,one-year,plus,yes,81.69
False,0,0,51,one-year,premium,yes,66.78
False,0,2,35,month-to-month,basic,no,58.39
False,0,3,67,month-to-month,basic,yes,48.69
False,1,1,31,one-year,basic,no,68.65
False,3,1,9,month-to-month,plus,no,56.96
False,0,1,37,month-to-month,premium,no,50.16
False,0,0,51,two-year,plus,yes,49.93
False,2,1,10,two-year,basic,yes,56.91
False,1,3,17,month-to-month,basic,no,105.59
False,0,2,32,month-to-month,plus,no,40.21
False,1,6,25,one-year,plus,yes,94.43
False,2,2,30,month-to-month,plus,no,60.48
False,0,1,23,one-year,basic,yes,60.88
False,1,0,3,month-to-month,plus,no,63.82
False,0,2,12,two-year,basic,no,61.73
False,1,2,33,month-to-month,plus,yes,62.86
False,0,3,3,one-year,premium,yes,36.29
False,0,1,20,month-to-month,plus,yes,70.96
False,1,2,2,month-to-month,basic,no,67.76
False,0,1,52,one-year,basic,yes,51.44
False,0,2,25,month-to-month,plus,yes,60.96
False,1,1,21,month-to-month,plus,yes,74.84
False,0,2,29,one-year,plus,no,69.91
False,0,2,13,one-year,plus,yes,27.59
False,0,2,34,month-to-month,basic,yes,80.07
False,0,1,10,one-year,plus,yes,47.11
False,2,2,31,two-year,premium,yes,64.26
False,0,3,72,month-to-month,premium,no,38.98
True,1,2,10,two-year,plus,no,42.51
False,0,2,18,month-to-month,basic,yes,52.84
False,0,1,50,month-to-month,plus,yes,61.39
False,1,0,17,month-to-month,basic,no,63.21
False,1,5,61,one-year,plus,yes,84.87
False,1,0,61,month-to-month,basic,yes,45.73
False,1,6,50,two-year,plus,yes,57.34
False,1,0,7,one-year,basic,yes,93.14
False,0,0,60,month-to-month,premium,yes,36.87
False,1,0,28,month-to-month,basic,yes,66.71
False,2,1,66,month-to-month,plus,no,47.29
False,0,1,50,month-to-month,basic,no,76.9
False,1,5,4,month-to-month,plus,no,39.07
False,1,2,62,one-year,premium,yes,81.86
False,0,2,20,one-year,plus,yes,34.93
False,0,1,45,two-year,plus,yes,71.05
True,0,2,12,month-to-month,plus,no,75.55
False,1,1,72,one-year,premium,no,98.5
False,2,3,19,one-year,basic,yes,89.06
False,0,2,28,two-year,basic,yes,58.81
False,0,0,9,two-year,basic,yes,59.38
False,0,1,60,one-year,basic,yes,61.4
False,1,1,50,two-year,plus,yes,83.34
False,1,3,43,month-to-month,basic,no,87.15
False,0,1,40,month-to-month,basic,yes,51.54
False,2,2,7,two-year,plus,yes,61.34
False,1,2,10,two-year,premium,yes,43.42
False,1,1,41,month-to-month,premium,no,65.06
False,1,1,25,month-to-month,basic,yes,55.38
False,4,1,29,month-to-month,premium,yes,39.67
False,1,2,72,one-year,plus,yes,30.15
False,0,3,29,one-year,basic,yes,56.57
False,0,1,72,one-year,basic,no,64.45
False,1,2,72,month-to-month,premium,yes,74.51
False,0,3,30,one-year,basic,yes,75.16
False,0,0,11,two-year,plus,no,71.43
False,1,2,40,one-year,premium,yes,70.91
False,1,1,23,month-to-month,basic,no,55.22
False,2,2,35,two-year,plus,yes,67.18
False,4,2,53,month-to-month,basic,yes,69.79
False,2,0,27,two-year,plus,no,67.27
False,0,4,72,one-year,plus,no,52.14
False,0,2,28,month-to-month,basic,yes,64.0
False,1,2,16,month-to-month,basic,yes,64.11
False,0,2,21,two-year,premium,yes,32.43
True,0,1,16,month-to-month,basic,yes,54.77
False,2,1,3,month-to-month,premium,yes,42.4
False,4,0,28,month-to-month,premium,no,75.61
False,0,1,72,month-to-month,plus,yes,29.23
False,1,3,20,month-to-month,basic,yes,43.84
False,0,2,32,two-year,premium,no,62.16
False,0,0,23,one-year,plus,yes,79.11
False,0,0,32,month-to-month,plus,no,36.02
False,0,0,4,two-year,basic,no,52.61
False,0,1,9,two-year,plus,yes,43.67
False,0,2,37,month-to-month,basic,no,68.28
False,0,1,13,month-to-month,plus,no,72.5
False,2,2,27,month-to-month,plus,no,48.27
False,4,1,27,month-to-month,basic,yes,42.71
False,0,0,46,one-year,plus,yes,77.3
False,1,1,28,month-to-month,plus,no,64.64
False,0,1,26,one-year,basic,yes,53.1
False,0,0,23,month-to-month,plus,no,52.92
False,1,2,10,one-year,basic,no,93.12
False,0,1,19,two-year,premium,no,78.19
False,0,0,21,one-year,plus,yes,56.28
False,1,0,72,one-year,basic,no,61.65
True,0,0,42,month-to-month,basic,yes,58.33
False,1,4,38,month-to-month,basic,no,68.03
False,1,1,36,two-year,basic,yes,65.15
False,1,3,38,one-year,plus,yes,83.89
False,1,1,13,one-year,basic,no,79.17
False,0,1,44,one-year,basic,yes,42.4
False,1,3,28,one-year,basic,no,55.91
False,1,2,17,two-year,basic,no,72.0
False,0,1,4,month-to-month,plus,yes,65.4
False,1,1,29,one-year,basic,no,54.19
False,0,4,62,two-year,basic,no,63.12
False,0,2,26,one-year,plus,yes,50.79
False,0,4,36,two-year,plus,no,63.17
False,0,1,11,one-year,plus,yes,36.74
False,1,2,23,month-to-month,plus,yes,67.32
True,0,1,10,one-year,basic,yes,92.66
False,0,2,12,one-year,plus,yes,42.6
False,0,3,24,one-year,basic,yes,83.67
False,0,3,21,two-year,plus,yes,58.02
False,0,4,72,month-to-month,basic,no,59.06
False,3,2,16,month-to-month,basic,no,74.26
False,0,2,32,month-to-month,premium,no,31.37
False,2,2,21,one-year,premium,yes,47.43
False,0,1,20,two-year,plus,no,59.46
False,3,2,9,one-year,plus,yes,46.89
False,0,0,19,one-year,plus,yes,65.78
False,1,3,39,month-to-month,basic,no,74.55
False,1,1,18,one-year,plus,yes,64.57
False,2,1,29,month-to-month,basic,yes,33.87
False,0,3,22,one-year,basic,yes,47.86
False,1,3,18,month-to-month,premium,yes,63.5
False,0,1,45,month-to-month,plus,yes,64.97
False,0,1,8,one-year,premium,no,64.99
False,0,0,32,one-year,plus,no,55.4
False,0,2,72,month-to-month,plus,yes,90.03
True,2,0,57,one-year,premium,yes,69.72
False,1,1,31,one-year,basic,yes,49.46
False,1,0,18,month-to-month,basic,no,54.65
False,0,1,7,month-to-month,basic,yes,25.0
False,0,3,6,one-year,basic,yes,41.48
False,0,0,30,two-year,basic,no,51.31
False,2,0,2,two-year,basic,yes,72.19
False,0,0,5,one-year,basic,no,55.57
False,0,0,26,one-year,plus,no,49.65
False,0,0,24,month-to-month,plus,no,50.59
False,0,1,4,month-to-month,plus,no,35.92
False,0,0,56,one-year,premium,yes,75.55
False,0,1,15,month-to-month,plus,yes,60.02
False,0,2,11,month-to-month,basic,no,78.83
False,0,0,7,month-to-month,basic,yes,47.24
False,0,1,59,one-year,premium,no,83.42
False,0,1,16,month-to-month,premium,no,59.97
False,1,2,15,one-year,basic,yes,81.59
False,1,2,36,two-year,plus,yes,25.0
False,2,4,20,one-year,basic,yes,71.32
True,0,1,31,two-year,premium,yes,58.28
False,0,1,64,one-year,plus,yes,66.62
False,0,2,69,month-to-month,plus,no,65.72
False,1,6,30,one-year,premium,yes,86.33
False,0,0,27,month-to-month,plus,yes,45.39
False,1,0,35,month-to-month,basic,yes,45.57
False,1,1,21,month-to-month,plus,yes,48.33
True,1,1,47,month-to-month,basic,no,60.64
False,0,1,22,one-year,basic,yes,46.82
False,0,1,41,month-to-month,premium,no,49.23
False,1,4,7,month-to-month,basic,no,37.99
False,0,1,44,month-to-month,plus,yes,73.02
False,1,2,66,month-to-month,premium,yes,48.24
False,1,0,18,month-to-month,plus,yes,56.78
False,3,2,21,one-year,basic,no,66.5
False,1,2,59,month-to-month,plus,yes,54.96
False,0,1,57,one-year,basic,no,96.27
False,1,1,16,two-year,premium,yes,60.78
False,0,1,24,month-to-month,plus,no,79.35
False,0,1,37,two-year,basic,yes,74.12
False,0,2,27,one-year,plus,yes,39.94
False,0,0,72,two-year,plus,yes,54.31
False,0,1,19,one-year,basic,yes,57.19
False,1,3,22,one-year,premium,yes,96.24
False,0,1,13,one-year,basic,yes,58.97
True,2,3,54,month-to-month,basic,no,25.0
False,0,1,72,month-to-month,basic,yes,55.95
False,2,4,33,month-to-month,plus,no,46.1
False,5,4,23,month-to-month,plus,yes,56.76
False,0,1,63,one-year,plus,no,44.16
False,0,2,44,month-to-month,basic,no,34.47
False,2,1,26,month-to-month,basic,yes,49.33
False,1,2,30,month-to-month,basic,no,60.49
False,0,1,14,month-to-month,basic,yes,62.23
False,2,2,72,two-year,plus,yes,61.73
False,3,0,6,month-to-month,premium,no,48.1
False,0,0,12,month-to-month,basic,no,74.47
False,1,3,36,month-to-month,basic,yes,57.75
True,0,0,45,two-year,basic,no,54.47
False,1,2,72,one-year,premium,yes,66.19
False,0,2,72,one-year,plus,yes,59.52
False,1,3,9,month-to-month,basic,yes,64.45
